tconst,primaryTitle,startYear,endYear,rank,averageRating,numVotes,directors,writers,genres,IMDbLink,Title_IMDb_Link,Title,Released,Genre,Runtime,imdbRating,imdbVotes,BoxOffice
tt5348176,Barry,2018,2023.0,304,8.3,133348,"Bill Hader, Alec Berg, Hiro Murai, Maggie Carey, Liza Johnson, Minkie Spiro","Alec Berg, Bill Hader, Duffy Boudreau, Taofik Kolade, Emma Barrie, Nicky Hirsch, Mark Ashmore, Elizabeth Sarnoff, Emily Heller, Jason Kim, Ben Smith, Sarah Solemani","Action, Comedy, Crime","<a href=""https://www.imdb.com/title/tt5348176"" target=""_blank"">tt5348176</a>","<a href=""https://www.imdb.com/title/tt5348176"" target=""_blank"">Barry</a>",Barry,25 Mar 2018,"Action, Comedy, Crime",2 min,8.3,"132,844",
tt7909970,Unbelievable,2019,2019.0,305,8.3,129646,"Lisa Cholodenko, Michael Dinner, Susannah Grant","Ken Armstrong, Susannah Grant, T. Christian Miller, Michael Chabon, Becky Mode, Ayelet Waldman, Jennifer Schuur","Crime, Drama","<a href=""https://www.imdb.com/title/tt7909970"" target=""_blank"">tt7909970</a>","<a href=""https://www.imdb.com/title/tt7909970"" target=""_blank"">Unbelievable</a>",Unbelievable,13 Sep 2019,"Crime, Drama",385 min,8.3,"128,433",
tt1637727,The Killing,2011,2014.0,306,8.3,129250,"Ed Bianchi, Nicole Kassell, Phil Abraham, Daniel Attias, Keith Gordon, Agnieszka Holland, Lodge Kerrigan, Brad Anderson, Patty Jenkins, Jonathan Demme, Jennifer Getzinger, Gwyneth Horder-Payton, Kevin Bray, Veena Sud, Tricia Brock, Michael Rymer, Kari Skogland, Coky Giedroyc, Gregory Middleton","Veena Sud, Dan Nowak, Dawn Prestwich, Nicole Yorkin, Eliza Clark, Jeremy Doner, Aaron Zelman, Coleman Herbert, Soo Hugh, Nic Pizzolatto, Wendy Riss, David Wiener, Linda Burstyn, Nathaniel Halpern, Brett Conrad, Nic Sheff, Aaron Slavick, Sean Whitesell","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt1637727"" target=""_blank"">tt1637727</a>","<a href=""https://www.imdb.com/title/tt1637727"" target=""_blank"">The Killing</a>",The Killing,03 Apr 2011,"Crime, Drama, Mystery",45 min,8.3,"129,008",
tt1637727,The Killing,2011,2014.0,306,8.3,129250,"Ed Bianchi, Nicole Kassell, Phil Abraham, Daniel Attias, Keith Gordon, Agnieszka Holland, Lodge Kerrigan, Brad Anderson, Patty Jenkins, Jonathan Demme, Jennifer Getzinger, Gwyneth Horder-Payton, Kevin Bray, Veena Sud, Tricia Brock, Michael Rymer, Kari Skogland, Coky Giedroyc, Gregory Middleton","Veena Sud, Dan Nowak, Dawn Prestwich, Nicole Yorkin, Eliza Clark, Jeremy Doner, Aaron Zelman, Coleman Herbert, Soo Hugh, Nic Pizzolatto, Wendy Riss, David Wiener, Linda Burstyn, Nathaniel Halpern, Brett Conrad, Nic Sheff, Aaron Slavick, Sean Whitesell","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt1637727"" target=""_blank"">tt1637727</a>","<a href=""https://www.imdb.com/title/tt1637727"" target=""_blank"">The Killing</a>",The Killing,03 Apr 2011,"Crime, Drama, Mystery",45 min,8.3,"129,008",
tt2699128,The Leftovers,2014,2017.0,307,8.3,121874,"Mimi Leder, Carl Franklin, Keith Gordon, Craig Zobel, Daniel Sackheim, Peter Berg, Nicole Kassell, Lesli Linka Glatter, Michelle MacLaren, Tom Shankland","Damon Lindelof, Tom Perrotta, Nick Cuse, Jacqueline Hoyt, Patrick Somerville, Kath Lingenfelter, Tom Spezialy, Curtis Gwinn, Elizabeth Peterson, Carlito Rodriguez, Monica Beletsky, Lila Byock, P. Carter, Haley Harris, Carly Wray","Drama, Fantasy, Mystery","<a href=""https://www.imdb.com/title/tt2699128"" target=""_blank"">tt2699128</a>","<a href=""https://www.imdb.com/title/tt2699128"" target=""_blank"">The Leftovers</a>",The Leftovers,29 Jun 2014,"Drama, Fantasy, Mystery",1 min,8.3,"121,273",
tt2234222,Orphan Black,2013,2017.0,308,8.3,120474,"John Fawcett, David Frazee, Ken Girotti, T.J. Scott, Grant Harvey, Helen Shaver, Aaron Morton, David Wellington, Brett Sullivan, Chris Grismer, Vincenzo Natali, Peter Stebbings","Kim Coghill, Andrew De Angelis, Jeff Detsky, John Fawcett, Adam Higgs, Alex Levine, Bob Mackowycz Jr., Graeme Manson, Elize Morgan, Peter Rowley, Rebecca Sernasie, Chris Roberts, Tony Elliott, Renée St. Cyr, Alexandra Mircheff, Hannah Cheesman, Lynn Coady, Aisha Porter-Christie, Nikolijne Troubetzkoy, Natalia Guled, Aubrey Nealon, Karen Walton, Russ Cochrane, Anika Johnson, Barbara Johnston, Will Pascoe, Sherry White, Kate Melville, Peter Mohan, David Bezmozgis, Jeremy Boxen, Jenn Engels, Gregory Nelson","Drama, Sci-Fi, Thriller","<a href=""https://www.imdb.com/title/tt2234222"" target=""_blank"">tt2234222</a>","<a href=""https://www.imdb.com/title/tt2234222"" target=""_blank"">Orphan Black</a>",Orphan Black,30 Mar 2013,"Drama, Sci-Fi, Thriller",1 min,8.3,"120,089",
tt4270492,Billions,2016,2023.0,309,8.3,114433,"Colin Bucksey, Neil Burger, John Dahl, Adam Bernstein, Matthew McLoota, Shaz Bennett, Anna Boden, Ryan Fleck, Daniel Attias, Darren Grant, Karyn Kusama, James Foley, Noah Emmerich, Jessica Yu, Naomi Geraghty, Laurie Collyer, Sylvain White, Chloe Domont, Joshua Marston, Tara Nicole Weyr, Daniel Gray Longino, Michael Cuesta, Stephen Gyllenhaal, Scott Hornbacher, Neil LaBute, Susanna White, Adam Arkin, Ed Bianchi, Alex Gibney, Steph Green, Oliver Hirschbiegel, Reed Morano, John Singleton, Mike Binder, Michael Morris, Stacie Passon, Jake Polonsky, Matt Shakman, Clement Virgo, David Costabile, Lee Tamahori, Rose Beth Johnson-Brown","Brian Koppelman, David Levien, Andrew Ross Sorkin, Alice O'Neill, Emily Hornsby, Lio Sigerson, Adam R. Perlman, Matthew Ross Fennell, Randall Green, Wes Taylor, Jamie Chan, Stephanie Mickus, Amadou Diallo, Mae Smith, Willie Reale, Beth Schacter, Wes Jones, Eli Attie, Theo Travers, Heidi Schreck, Brian Chamberlayne, Lenore Zion, Peter Blake, Young-Il Kim, Michael Russell Gunn, Ben Mezrich, Aiyana K. White",Drama,"<a href=""https://www.imdb.com/title/tt4270492"" target=""_blank"">tt4270492</a>","<a href=""https://www.imdb.com/title/tt4270492"" target=""_blank"">Billions</a>",Billions,01 Jan 2016,Drama,60 min,8.3,"112,607",
tt11337908,Maid,2021,2021.0,310,8.3,112343,"John Wells, Helen Shaver, Nzingha Stewart, Lila Neugebauer, Quyen Tran","Michelle Denise Jackson, Stephanie Land, Molly Smith Metzler, Bekah Brunstetter, Marcus Gardley, Colin McKenna",Drama,"<a href=""https://www.imdb.com/title/tt11337908"" target=""_blank"">tt11337908</a>","<a href=""https://www.imdb.com/title/tt11337908"" target=""_blank"">Maid</a>",Maid,01 Oct 2021,Drama,N/A,8.3,"111,218",
tt12590266,Cyberpunk: Edgerunners,2022,2022.0,311,8.3,104592,"Hiroyuki Imaishi, Yoshiyuki Kaneko, Noboru Furukawa, Kôdai Nakano, Yûichi Shimodaira, Tomoyuki Munehiro, Rei Ôwada, Hiromi Wakabayashi","Rafal Jaki, Mike Pondsmith, Bartosz Sztybor, Yoshiki Usa, Masahiko Ôtsuka, Jan Bartkowicz, Lukasz Ludkowski, Gregory Snegoff, Wendee Lee","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt12590266"" target=""_blank"">tt12590266</a>","<a href=""https://www.imdb.com/title/tt12590266"" target=""_blank"">Cyberpunk: Edgerunners</a>",Cyberpunk: Edgerunners,13 Sep 2022,"Animation, Action, Adventure",N/A,8.3,"103,595",
tt8714904,Narcos: Mexico,2018,2021.0,312,8.3,97909,"Andrés Baiz, Amat Escalante, Alonso Ruizpalacios, Josef Kubota Wladyka, Marcela Said, Wagner Moura, Alejandra Márquez Abella, Luis Ortega","Carlo Bernard, Chris Brancato, Doug Miro, Alec Ziff, Eva Aridjis Fuentes, Johnny Newman, Terrence E. Poppa, Isaac Gomez, Clayton Trussell, Eric Newman, Ashley Lyle, Bart Nickerson, Maggie Cohn, Andrew Black, Jessie Nickson-Lopez, Scott Teems, Iturri Sosa, Wes Taylor","Crime, Drama","<a href=""https://www.imdb.com/title/tt8714904"" target=""_blank"">tt8714904</a>","<a href=""https://www.imdb.com/title/tt8714904"" target=""_blank"">Narcos: Mexico</a>",Narcos: Mexico,16 Nov 2018,"Crime, Drama",2 min,8.3,"95,906",
tt2249007,Ray Donovan,2013,2020.0,313,8.3,96897,"John Dahl, Tucker Gates, Michael Uppendahl, David Hollander, Allen Coulter, Daniel Attias, Colin Bucksey, Guy Ferland, Joshua Marston, Michael Apted, Lesli Linka Glatter, Phil Abraham, Liev Schreiber, Ed Bianchi, Robert McLachlan, Daisy von Scherler Mayer, Stephen Williams, Zetna Fuentes, Daniel Minahan, Jeremy Podeswa, Greg Yaitanes, Tricia Brock, James Whitmore Jr., Carl Franklin, Denise Di Novi, Tarik Saleh, Nick Gomez, Dash Mihok, Kyra Sedgwick","Ann Biderman, David Hollander, Karl Taro Greenfeld, David Sonnenborn, Miki Johnson, Gina Welch, Lenore Zion, Sean Conway, Chad Feehan, Brett Johnson, William Wheeler, Ron Nyswaner, Michael Tolkin, Mike Binder, Jim Leonard, Joshua Marston, Kelly Wiles, Tanya Barfield, David Bar Katz, Laura Marks, Cheo Hodari Coker, Rob Fresco, Liev Schreiber","Crime, Drama","<a href=""https://www.imdb.com/title/tt2249007"" target=""_blank"">tt2249007</a>","<a href=""https://www.imdb.com/title/tt2249007"" target=""_blank"">Ray Donovan</a>",Ray Donovan,18 Jun 2013,"Crime, Drama",60 min,8.3,"96,769",
tt6517102,Castlevania,2017,2021.0,314,8.3,89387,"Sam Deats, Adam Deats, Spencer Wan, Amanda Sitareh B.",Warren Ellis,"Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt6517102"" target=""_blank"">tt6517102</a>","<a href=""https://www.imdb.com/title/tt6517102"" target=""_blank"">Castlevania</a>",Castlevania,07 Jul 2017,"Animation, Action, Adventure",23 min,8.3,"89,562",
tt18335752,1923,2022,2025.0,315,8.3,83220,"Ben Richardson, Guy Ferland",Taylor Sheridan,"Drama, Western","<a href=""https://www.imdb.com/title/tt18335752"" target=""_blank"">tt18335752</a>","<a href=""https://www.imdb.com/title/tt18335752"" target=""_blank"">1923</a>",1923,18 Dec 2022,"Drama, Western",N/A,8.3,"84,030",
tt0412253,Veronica Mars,2004,2019.0,316,8.3,80435,"John T. Kretchmer, Nick Marck, Michael Fields, Harry Winer, Jason Bloom, Steve Gomer, Guy Norman Bee, Marcos Siega, Sarah Pia Anderson, Mark Piznarski, Rob Thomas, Scott Winant, Nick Gomez, David Barrett, Kevin Bray, Martha Mitchell, Rick Rosenthal, Tricia Brock, Dan Etheridge, Tessa Blake, Rachel Goldberg, Michael Lehmann, Amanda Marsalis, Joaquin Sedillo","Rob Thomas, Phil Klemmer, John Enbom, Dayna Lynne North, Jonathan Moskin, David Mulei, Diane Ruggiero-Wright, Jed Seidel, Cathy Belben, Russell Smith, Aury Wallington, Robert Hull, Joe Voci, Heather V. Regnier, David Walpert, Carolyn Murray, Jason Elen, John Serge, Kareem Abdul-Jabbar, Raymond Obstfeld","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0412253"" target=""_blank"">tt0412253</a>","<a href=""https://www.imdb.com/title/tt0412253"" target=""_blank"">Veronica Mars</a>",Veronica Mars,22 Sep 2004,"Crime, Drama, Mystery",2 min,8.3,"80,383",
tt13616990,Chainsaw Man,2022,2022.0,317,8.3,76373,"Ryû Nakayama, Masato Nakazono, Takeru Satoh, Tatsuya Yoshihara, Shun Enokido, Shouta Goshozono, Takahiro Kaneko, Yôsuke Takada, Hironori Tanaka, Tôko Yatabe","Hiroshi Seko, Tatsuki Fujimoto","Action, Animation, Comedy","<a href=""https://www.imdb.com/title/tt13616990"" target=""_blank"">tt13616990</a>","<a href=""https://www.imdb.com/title/tt13616990"" target=""_blank"">Chainsaw Man</a>",Chainsaw Man,11 Oct 2022,"Animation, Action, Comedy",N/A,8.3,"74,334",
tt1759761,Veep,2012,2019.0,318,8.4,68438,"Becky Martin, Chris Addison, Armando Iannucci, David Mandel, Christopher Morris, Tim Kirkby, Brad Hall, Dale Stern, Beth McCarthy-Miller, Tristram Shapeero, Stephanie Laing, Morgan Sackett, Maurice Marable, Craig Zisk","Armando Iannucci, Simon Blackwell, Tony Roche, Sean Gray, Will Smith, Alexis Wilkinson, Emilia Barrosse, Roger Drew, Georgia Pritchett, Ian Martin, Kevin Cecil, David Quantick, Andy Riley, Rachel Axler, Alex Gregory, Peter Huyck, Erik Kenward, Billy Kimball, David Mandel, Lew Morton, Gabrielle Allan, Ted Cohen, Jennifer Crittenden, Steve Hely, Ian Maxtone-Graham, Jesse Armstrong, Neil Gibbons, Rob Gibbons, Steve Koren, Jim Margolis, Dan Mintz, Dan O'Keefe",Comedy,"<a href=""https://www.imdb.com/title/tt1759761"" target=""_blank"">tt1759761</a>","<a href=""https://www.imdb.com/title/tt1759761"" target=""_blank"">Veep</a>",Veep,22 Apr 2012,Comedy,28 min,8.4,"68,289",
tt5249462,Erased,2016,2016.0,319,8.4,66697,"Tomohiko Itô, Makoto Hoshino, Toshimasa Ishii, Kosaya, Hirotaka Mori, Takahiro Shikama, Shin'ya Watada","Taku Kishimoto, Kei Sambe, Yutaka Yasunaga","Animation, Crime, Drama","<a href=""https://www.imdb.com/title/tt5249462"" target=""_blank"">tt5249462</a>","<a href=""https://www.imdb.com/title/tt5249462"" target=""_blank"">Erased</a>",Erased,08 Jan 2016,"Animation, Crime, Drama",264 min,8.4,"66,336",
tt12327578,Star Trek: Strange New Worlds,2022,,320,8.3,64700,"Chris Fisher, Dan Liu, Maja Vrvilo, Jordan Canning, Andi Armaganian, Amanda Row, Jonathan Frakes, Valerie Weiss, Christopher J. Byrne, Sydney Freeland, Akiva Goldsman, Leslie Hope, Rachel Leiterman, Jeffrey W. Byrd, Dermott Downs, Eduardo Sánchez, Andrew Coutts, Sharon Lewis, Axelle Carolyn","Akiva Goldsman, Alex Kurtzman, Jenny Lumet, Gene Roddenberry, Onitra Johnson, Henry Alonso Myers, Davy Perez, Bill Wolkoff, Dana Horgan, Kathryn Lyn, David Reed, Akela Cooper, Beau DeMayo, Sarah Tarkoff, Robin Wasserman, Kirsten Beyer, Alan B. McElroy, Mike McMahan","Action, Adventure, Sci-Fi","<a href=""https://www.imdb.com/title/tt12327578"" target=""_blank"">tt12327578</a>","<a href=""https://www.imdb.com/title/tt12327578"" target=""_blank"">Star Trek: Strange New Worlds</a>",Star Trek: Strange New Worlds,05 May 2022,"Action, Adventure, Sci-Fi",1 min,8.3,"64,126",
tt0262150,Black Books,2000,2004.0,321,8.4,63280,"Martin Dennis, Graham Linehan, Nick Wood","Dylan Moran, Kevin Cecil, Andy Riley, Graham Linehan, Arthur Mathews",Comedy,"<a href=""https://www.imdb.com/title/tt0262150"" target=""_blank"">tt0262150</a>","<a href=""https://www.imdb.com/title/tt0262150"" target=""_blank"">Black Books</a>",Black Books,09 Dec 2001,Comedy,1 min,8.5,"62,885",
tt0925266,Pushing Daisies,2007,2009.0,322,8.4,60896,"Lawrence Trilling, Adam Kane, Peter O'Fallon, Allan Kroeker, Barry Sonnenfeld, Peter Lauer, Brian Dannelly, Paul A. Edwards, Tricia Brock, Paul Shapiro, Julie Anne Robinson, Dean White","Bryan Fuller, Lisa Joy, Peter Ocko, Gretchen J. Berg, Aaron Harberts, Abby Gewanter, Chad Gomez Creasey, Kath Lingenfelter, Scott Nimerfro, Dara Resnik, Jim Danger Gray, Rina Mimoun, Davey Holmes, Douglas Petrie","Comedy, Drama, Fantasy","<a href=""https://www.imdb.com/title/tt0925266"" target=""_blank"">tt0925266</a>","<a href=""https://www.imdb.com/title/tt0925266"" target=""_blank"">Pushing Daisies</a>",Pushing Daisies,03 Oct 2007,"Comedy, Drama, Fantasy",N/A,8.4,"60,945",
tt2384811,Utopia,2013,2014.0,323,8.4,53705,"Marc Munden, Alex Garcia Lopez, Wayne Che Yip, Samuel Donovan","Mark Aldridge, Dennis Kelly, Huw Kennair-Jones, Clare McDonald, John Donnelly","Drama, Mystery, Sci-Fi","<a href=""https://www.imdb.com/title/tt2384811"" target=""_blank"">tt2384811</a>","<a href=""https://www.imdb.com/title/tt2384811"" target=""_blank"">Utopia</a>",Utopia,15 Jan 2013,"Drama, Mystery, Sci-Fi",1 min,8.4,"52,884",
tt0103584,X-Men,1992,1997.0,324,8.4,52509,"Larry Houston, Fred Miller, Richard Bowman, Frank Squillace","Mark Edward Edens, Bob Harras, Sidney Iwanter, Eric Lewald, Margaret Loesch, Michael Edens, David McDermott, Steven Melching, Marty Isenberg, Robert N. Skir, Len Wein, Brooks Wachtel, Julianne Klemm, Dean Stefan, Len Uhley, Francis Moss, Ted Pedersen, Julia Lewald, Stephanie Mathison, Larry Parr, Jan Strnad, Jim Carlson, Terrence McDonnell, Donald F. Glut, Elliot S. Maggin, Adam Gilad, Steven Levy, Douglas Booth, Steve Cuden, Gary Greenfield, Matthew Malach, Richard Mueller, Jeff Saylor, Bruce Reid Schaefer, Luanne Wood, Marley Clark, Mirith J. Colao, Martha Moran, Mark Onspaugh, James Krieg, Jack Kirby, Stan Lee, Chris Claremont, John Byrne, Dave Cockrum, Scott Lobdell, Tom Raney, Fabian Nicieza, Peter David, Barry Windsor-Smith, Paul Smith, Terry Austin, Art T-Bear, Sal Buscema, Bill Mantlo, Tony S. Daniel, Todd DeZago, Steve Epting, Larry Hama, Adam Kubert, Andy Kubert, Ken Lashley, Joe Madureira, Steve Skroce, Kev Hopgood, Len Kaminski, Rob Liefeld, Howard Mackie, Lee Weeks, Simon Furman, Mike Gustovich, Mike Vosburg, Jackson Guice, Bob Layton, Jim Lee, Marc Silvestri","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0103584"" target=""_blank"">tt0103584</a>","<a href=""https://www.imdb.com/title/tt0103584"" target=""_blank"">X-Men</a>",X-Men,14 Jul 2000,"Action, Adventure, Sci-Fi",104 min,7.3,"671,912","$157,299,718"
tt5743796,Warrior,2019,2023.0,325,8.4,50239,"Loni Peristere, David Petrarca, Dennie Gordon, Dustin Nguyen, Lin Oeding, Omar Madha, Dinh Thai, Assaf Bernstein, Kevin Tancharoen, Jonathan Tropper, Brett Chan, Nima Nourizadeh","Bruce Lee, Jonathan Tropper, Evan Endicott, Josh Stoddard, Brad Kane, Kenneth Lin, Adam Targum, Danielle DiPaolo, Francisca X. Hu, Hoon Lee, Glenise Mullins, Lillian Yu","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt5743796"" target=""_blank"">tt5743796</a>","<a href=""https://www.imdb.com/title/tt5743796"" target=""_blank"">Warrior</a>",Warrior,09 Sep 2011,"Action, Drama, Sport",140 min,8.1,"514,510","$13,657,115"
tt11247158,The Legend of Vox Machina,2022,,326,8.4,49103,"Young Heller, Sung Jin Ahn, Alicia Chan, Eugene Lee, Stanley Von Medvey, Karen Guo","Chris Prynoski, Critical Role, Meredith Kecskemety, Eugene Son, Brandon Auman, Sam Riegel, Travis Willingham, Kevin Burke, Mae Catt, Chris Wyatt, Jennifer Muro, Suzanne Keilly, Marc Bernardin, Ashly Burch, Todd Casey, May Chan, Colleen Evanson, Marque Franklin-Williams, Liam O'Brien, Marisha Ray","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt11247158"" target=""_blank"">tt11247158</a>","<a href=""https://www.imdb.com/title/tt11247158"" target=""_blank"">The Legend of Vox Machina</a>",The Legend of Vox Machina,28 Jan 2022,"Animation, Action, Adventure",N/A,8.4,"48,980",
tt0319969,Carnivàle,2003,2005.0,327,8.4,48229,"Rodrigo García, Jeremy Podeswa, Jack Bender, Tim Hunter, John Patterson, Scott Winant, Alison Maclean, Peter Medak, Todd Field, Tucker Gates, Dan Lerner, Steve Shill, Alan Taylor","Daniel Knauf, Dawn Prestwich, William Schmidt, Nicole Yorkin, Ronald D. Moore, John J. McLaughlin, Tracy Tormé, Toni Graphia, Henry Bromell","Drama, Fantasy, Mystery","<a href=""https://www.imdb.com/title/tt0319969"" target=""_blank"">tt0319969</a>","<a href=""https://www.imdb.com/title/tt0319969"" target=""_blank"">Carnivàle</a>",Carnivàle,14 Sep 2003,"Drama, Fantasy, Mystery",55 min,8.4,"47,752",
tt1942683,The Amazing World of Gumball,2011,2019.0,328,8.4,48101,"Mic Graves, Antoine Perez, Richard Overall","Ben Bocquelet, Tobi Wilson, Joe Parham, Mic Graves, Jon Foster, James Lamont, Joe Markham, James Hamilton, Louise Coats, Jessica Ransom, Nathan Auerbach, Daniel Berg, Ciaran Murtagh, Guillaume Cassuto, Andrew Barnett Jones, James Huntrods, Tom Neenan, Jon Purkis, Jon Brittain, Tony Hull, Timothy Mills, Tom Crowley, Richard Overall, Sam Ward, Natasha Hodgson, Paul Rice, Richard Preddy, Gemma Arrowsmith, David Cadji-Newby, Chris Garbutt, Andrew Brenner, Moray Hunter, Kent Osborne, Tommy Panays, Yann Benedi, Antoine Perez, Tim Allsop, Mark Evans, Phil Whelans, Andy Wolton, Rikke Asbjoern, Bec Hill, Joseph Pelling, Becky Sloan, Jonathan Leigh Wright, Jack Bernhardt, Eddie Robson","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt1942683"" target=""_blank"">tt1942683</a>","<a href=""https://www.imdb.com/title/tt1942683"" target=""_blank"">The Amazing World of Gumball</a>",The Amazing World of Gumball,03 May 2011,"Animation, Short, Adventure",11 min,8.4,"47,367",
tt1830379,Top Boy,2011,2023.0,329,8.4,44699,"Myriam Raja, Yann Demange, Jonathan van Tulleken, Brady Hood, William Stefan Smith, Reinaldo Marcus Green, Aneil Karia, Nia DaCosta, Koby Adom","Ronan Bennett, Gerry Jackson, Tyrone Rashard, Verona Rose, Daniel West, Sagirah Gammon, Elliot Warren","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt1830379"" target=""_blank"">tt1830379</a>","<a href=""https://www.imdb.com/title/tt1830379"" target=""_blank"">Top Boy</a>",Top Boy,31 Oct 2011,"Crime, Drama, Thriller",1 min,8.4,"42,777",
tt1227926,Dr. Horrible's Sing-Along Blog,2008,2008.0,330,8.4,44681,Joss Whedon,"Ben Edlund, Maurissa Tancharoen, Jed Whedon, Joss Whedon, Zack Whedon","Comedy, Musical, Sci-Fi","<a href=""https://www.imdb.com/title/tt1227926"" target=""_blank"">tt1227926</a>","<a href=""https://www.imdb.com/title/tt1227926"" target=""_blank"">Dr. Horrible's Sing-Along Blog</a>",Dr. Horrible's Sing-Along Blog,15 Jul 2008,"Short, Comedy, Musical",55S min,8.4,"44,647",
tt0094582,The Wonder Years,1988,1993.0,331,8.4,42418,"Michael Dinner, Ken Topolsky, Peter Baldwin, Daniel Stern, Steve Miner, Nick Marck, David Greenwalt, Arthur Albert, Jeffrey D. Brown, Matia Karrell, Jim McBride, Thomas Schlamme, Greg Beeman, Tom Moore, Andy Tennant, Bethany Rooney, Rob Thompson, Bryan Gordon, Neal Israel, Richard Masur, Stephen Cragg, Carol Black, Neal Marlens, Arlene Sanford, Art Wolff, Peter Horton, Dan Lauria, Peter Werner, Lyndall Hobbs, Nancy Cooperstein","Carol Black, Neal Marlens, David M. Stern, Matthew Carlson, Mark B. Perry, Bob Brush, Mark Levin, Todd W. Langen, Sy Rosen, David Chambers, Jill Gordon, Craig Hoffman, Jon Harmon Feldman, Sy Dukane, Denise Moss, Robin Riordan, Eric Gilliland, Jeffrey Stepakoff, David Greenwalt, Tammy Ader, Gina Goldman, Kim C. Friese, Scott Frank, Michael J. Weithorn, Jane Anderson, Debra Frank, Tom Gammill, Max Pross, Jack Weinstein, Kerry Ehrin, Ian Gurvitz, Winnie Holzman, Bob Stevens, Gene Wolande, John Bunzel, Robert Cohen, Michael Curtis, Phil Doran, Sivert Glarum, Stephen Jenkins, Greg Malins, Frank Renzulli, David Kohan, Max Mutchnick, David M. Wolf","Comedy, Drama, Family","<a href=""https://www.imdb.com/title/tt0094582"" target=""_blank"">tt0094582</a>","<a href=""https://www.imdb.com/title/tt0094582"" target=""_blank"">The Wonder Years</a>",The Wonder Years,31 Jan 1988,"Comedy, Drama, Family",22 min,8.3,"41,571",
tt7658402,Harley Quinn,2019,,332,8.4,41135,"Cecilia Aranovich, Juan Jose Meza-Leon, Joonki Park, Vinton Heuck, Frank Marino, Diana Huh, Heather A. Maxwell, Brandon McKinney, Tom Derosier, Colin Heck, Christina Manrique, Matt Garofalo, Christina Sotta, Jennifer Coyle, Mike Milo, Michael Moloney, Hyeyoung Jung, Chad Hurd, Yoriaki Mochizuki, Charlie Adler, Sirena Irwin","Paul Dini, Justin Halpern, Dean Lorey, Patrick Schumacker, Bruce Timm, Karl Kesel, Joe Shuster, Jerry Siegel, Chuck Dixon, Bill Finger, Bob Kane, Doug Moench, Graham Nolan, Sarah Nevada Smith, Jimmy Palmiotti, Conner Shin, Alexis Quasarano, Tom Hyndman, Denny O'Neil, Jamiesen Borak, William Moulton Marston, Don Newton, Adam Stein, Jen Chuck, George Pérez, Marv Wolfman, Jane Becker, Jack Kirby, Sarah Peters, Drew Johnson, Greg Rucka, Gerry Conway, Jess Dweck, Len Wein, Leslie Schapira, Jim Starlin, Paul Norris, Amanda Conner, Laura Moran, Bob Haney, Ava Tramer, Vidhya Iyer, Katie Rich, Norm Breyfogle, John Calnan, Alan Grant, Sabrina Jalees, Jordan Weiss, John Byrne, John Ostrander, Rachel Pegram, Gardner Fox, Andy Kubert, Grant Morrison, Jimmy Mosqueda, Frank Quitely, Mort Weisinger","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt7658402"" target=""_blank"">tt7658402</a>","<a href=""https://www.imdb.com/title/tt7658402"" target=""_blank"">Harley Quinn</a>",Harley Quinn,29 Nov 2019,"Animation, Action, Adventure",2 min,8.4,"41,027",
